(*																	
2004 Stivoro prevalence rates specified by gender, age and smoking status: never smoker, current smoker, former smoker																	
Transition rates specified by gender and age (Source: Techical Report no. 3 )																	

*)																	

#classes	3																

prevalence_rates_males																	

div	1																

1.00	1.00	0.95	0.76	0.59	0.48	0.45	0.43	0.39	0.27	0.20	0.19	0.17	0.14	0.12	0.11	0.10	0.10
0.00	0.00	0.05	0.21	0.32	0.35	0.34	0.36	0.36	0.37	0.36	0.31	0.25	0.18	0.14	0.14	0.15	0.16
0.00	0.00	0.00	0.02	0.09	0.16	0.21	0.20	0.25	0.36	0.45	0.51	0.59	0.68	0.74	0.75	0.74	0.74
																	
prevalence_rates_females																	
																	
div	1																
																	
1.00	1.00	0.95	0.79	0.64	0.53	0.52	0.51	0.39	0.30	0.28	0.34	0.41	0.45	0.46	0.49	0.53	0.56
0.00	0.00	0.05	0.19	0.27	0.30	0.28	0.28	0.31	0.32	0.31	0.28	0.20	0.15	0.13	0.12	0.10	0.09
0.00	0.00	0.00	0.02	0.09	0.17	0.19	0.21	0.30	0.38	0.41	0.38	0.38	0.40	0.41	0.39	0.37	0.34

#transitions(start.stop.restart)	3																

1	2																
2	3																
3	2																

transition_rates_males																	

div	1																

0.000	0.000	0.032	0.061	0.027	0.007	0.002	0.003	0.004	0.005	0.007	0.006	0.003	0.003	0.002	0.001	0.000	0.000
0.000	0.000	0.000	0.044	0.067	0.078	0.073	0.059	0.052	0.057	0.062	0.067	0.074	0.072	0.069	0.073	0.081	0.087
0.000	0.000	0.000	0.551	0.142	0.082	0.082	0.077	0.047	0.026	0.024	0.009	0.012	0.011	0.005	0.003	0.003	0.003

transition_rates_females																	

div	1																

0.000	0.000	0.041	0.058	0.024	0.006	0.001	0.001	0.003	0.004	0.003	0.002	0.001	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.090	0.097	0.105	0.094	0.066	0.047	0.048	0.056	0.064	0.072	0.080	0.088	0.096	0.104	0.110
0.000	0.000	0.000	0.472	0.214	0.089	0.065	0.063	0.049	0.031	0.020	0.013	0.010	0.009	0.006	0.004	0.002	0.000
