(* 																	
Author: Pieter van Baal, february 2005																	
Average costs per person per disease and average total costs per person specified by sex and age																	
These average costs are obtained by dividing the total costs per CZM (as calculated form the Dutch Costs of Illness 1999 study) by 																	
the number of citizens alive january 1 1999 (CBS MndStat 1999/6) 																	
More details about costs and economic evaluations with the CZM can be found in RIVM Report 260706002: Cost Effectiveness Analysis with the CZM																	
*)																	
	
Div: 1	
																
AMI_																	
0.00	0.00	0.00	0.08	0.21	0.75	2.20	6.47	15.63	30.25	47.46	67.30	81.68	100.93	116.87	126.27	144.57	158.42
0.00	0.00	0.01	0.01	0.07	0.55	1.34	2.51	4.71	8.23	13.35	22.68	33.16	48.26	60.73	79.43	94.73	122.59
other_CHD																	
0.41	0.00	0.11	0.06	0.37	0.52	2.37	7.14	17.91	40.54	75.85	119.60	168.50	212.72	231.44	197.25	122.55	88.82
0.20	0.00	0.16	0.20	0.72	0.48	0.71	2.21	6.56	13.32	27.07	48.80	77.99	106.63	119.64	122.20	91.27	74.79
CHF																	
0.49	0.07	0.17	0.03	0.17	0.23	0.98	0.91	1.95	3.84	9.29	16.93	33.06	64.90	103.52	172.16	255.89	466.51
0.65	0.02	0.13	0.08	0.29	0.09	0.25	0.58	1.14	3.38	4.63	9.04	15.08	39.10	70.16	139.27	226.65	459.49
CVA																	
0.59	0.37	0.65	0.66	0.76	1.18	1.84	4.81	8.19	16.96	29.91	61.16	106.53	190.06	283.82	462.80	637.73	884.65
0.42	0.10	0.10	1.20	1.73	2.19	3.39	5.60	11.33	19.28	22.87	34.55	57.93	109.71	221.70	449.21	711.92	1109.22
asthma																	
22.28	14.56	11.87	7.34	4.65	5.96	6.03	6.53	6.47	5.26	5.61	3.43	3.28	3.88	3.39	1.50	3.64	6.17
12.28	7.50	5.80	8.05	9.72	7.42	8.89	7.18	9.73	9.49	7.52	6.96	5.86	5.82	4.74	5.36	4.46	4.75
COPD																	
6.95	2.70	1.88	0.89	1.95	1.58	3.31	5.83	9.46	15.28	24.97	45.48	76.30	138.51	214.83	263.93	276.27	293.70
4.71	2.03	2.18	0.74	2.34	2.20	3.46	7.59	12.23	17.37	29.98	41.84	55.30	77.82	95.68	95.83	100.21	118.03
diabetes																	
1.31	1.58	5.64	5.88	8.55	6.69	10.16	14.83	27.06	30.71	49.88	96.90	98.81	121.66	142.75	161.94	212.00	207.82
1.51	2.44	4.51	5.27	7.31	6.43	12.80	13.82	22.16	28.28	42.51	82.45	91.77	113.05	148.15	179.76	216.34	232.03
dementia																	
0.04	0.00	0.01	0.00	0.04	0.02	0.58	0.30	0.94	3.49	5.97	14.26	34.57	86.47	177.14	520.55	1165.58	2740.26
0.00	0.00	0.12	0.04	0.06	0.00	0.41	1.04	0.80	2.32	6.05	13.60	30.78	81.11	243.68	707.14	1713.29	4181.14
atrhrosis_of_the_hip																	
0.02	0.03	0.10	0.13	0.11	0.18	0.53	0.79	1.12	2.27	4.25	7.78	11.21	17.85	21.28	23.16	27.92	33.05
0.12	0.00	0.00	0.06	0.18	0.21	0.38	0.78	1.73	3.60	7.04	14.37	27.13	52.47	72.69	89.60	97.26	164.79
arthrosis_of_the_knee																	
0.01	0.02	0.06	0.08	0.07	0.11	0.34	0.52	0.77	1.61	3.19	6.19	9.29	15.41	19.17	21.86	27.83	36.49
0.08	0.00	0.00	0.04	0.11	0.13	0.22	0.45	1.02	2.09	3.98	8.02	15.15	29.08	39.42	47.19	50.36	79.16
arthrosis_other																	
0.01	0.02	0.05	0.06	0.05	0.08	0.22	0.30	0.42	0.81	1.46	2.64	3.62	5.23	5.34	4.84	5.03	5.66
0.06	0.00	0.00	0.03	0.09	0.10	0.18	0.38	0.86	1.81	3.40	6.12	9.65	15.58	17.99	18.76	17.65	25.27
dorsopathies																	
1.61	0.28	1.82	6.01	12.39	19.61	33.02	41.32	49.01	48.51	52.32	48.19	48.57	46.33	45.26	41.44	44.51	48.48
5.02	0.40	4.38	10.46	19.22	28.04	35.47	50.66	51.40	56.44	50.14	50.37	55.78	57.91	75.91	79.21	72.35	89.10
osteoporosis																	
0.03	0.02	0.01	0.06	0.10	0.26	0.07	0.33	0.32	0.83	1.21	2.75	3.61	5.57	6.72	11.27	11.26	10.25
0.01	0.02	0.08	0.15	0.23	0.42	0.58	0.64	1.88	2.63	6.08	8.53	13.19	21.46	28.46	33.19	33.91	28.22
cancer_of_lung																	
0.00	0.00	0.00	0.00	0.00	0.05	0.26	0.35	2.19	3.54	8.63	15.82	31.15	49.83	63.09	65.28	51.82	35.59
0.00	0.00	0.29	0.00	0.00	0.10	0.08	0.70	1.76	3.90	6.01	8.57	12.16	16.36	13.95	11.57	7.58	1.80
cancer_of_rectum																	
0.00	0.00	0.08	0.04	0.06	0.01	0.18	0.31	0.52	1.35	2.82	4.95	10.21	13.20	16.77	20.34	25.86	27.16
0.00	0.00	0.00	0.06	0.01	0.07	0.11	0.26	0.81	1.12	2.31	3.01	4.92	7.46	10.68	13.63	18.54	18.70
cancer_of_colon																	
0.00	0.00	0.09	0.02	0.03	0.11	0.14	0.42	0.89	1.25	3.10	4.94	10.10	14.75	26.92	34.70	42.31	54.84
0.00	0.00	0.00	0.02	0.00	0.14	0.11	0.27	0.61	1.74	2.89	5.86	8.36	13.86	18.22	32.36	41.20	58.41
cancer_of_stomach																	
0.02	0.00	0.00	0.00	0.00	0.03	0.19	0.36	0.92	1.00	2.57	3.41	5.76	10.43	15.54	18.06	18.55	27.42
0.02	0.00	0.00	0.00	0.01	0.03	0.14	0.39	0.54	0.43	1.29	1.84	1.87	3.75	6.88	8.22	14.21	11.81
cancer_of_oesophagus																	
0.00	0.00	0.00	0.00	0.07	0.05	0.03	0.19	0.39	0.78	2.89	5.71	5.14	5.72	11.02	12.34	11.94	8.91
0.00	0.00	0.00	0.00	0.04	0.07	0.03	0.16	0.12	0.34	3.01	0.93	2.71	2.38	3.98	3.71	2.99	3.69
cancer_of_breast																	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.52	0.11	0.27
0.00	0.00	0.00	0.02	0.13	0.55	1.55	4.46	9.79	22.46	36.15	41.41	47.29	50.78	54.82	43.14	46.29	45.25
cancer_of_prostate																	
0.12	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.03	0.29	2.36	5.77	12.75	35.37	49.54	88.13	109.69	153.56
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cancer_of_larnynx																	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.38	1.08	2.06	2.08	5.45	4.29	6.95	7.67	10.15	21.78
0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.04	0.03	0.55	0.43	0.45	0.48	0.82	0.69	0.18	1.02
cancer_of_uriny_bladder																	
0.00	0.00	0.00	0.00	0.00	0.01	0.07	0.11	0.72	0.76	2.53	4.59	9.84	15.00	22.17	29.48	30.69	50.36
0.00	0.01	0.00	0.00	0.00	0.00	0.21	0.07	0.27	0.52	0.73	0.84	1.63	3.27	5.18	4.90	8.21	11.28
cancer_of_kidney																	
0.86	0.27	0.00	0.04	0.00	0.04	0.05	0.26	0.60	0.96	1.66	2.09	3.91	5.04	7.80	9.29	8.94	9.21
0.96	0.14	0.00	0.00	0.02	0.01	0.02	0.13	0.32	0.26	1.07	1.28	1.70	3.75	4.14	4.72	5.37	2.93
cancer_of_pancreas																	
0.04	0.09	0.00	0.00	0.00	0.17	0.27	0.41	0.36	1.39	1.58	4.77	4.00	8.26	10.95	19.51	16.85	32.94
0.00	0.09	0.00	0.00	0.00	0.12	0.18	0.28	1.15	0.87	2.35	3.40	5.86	8.21	11.89	22.25	30.76	40.98
cancer_of_oral_cavity																	
