(* 																	
Author: Pieter van Baal, february 2005																	
Costs per disease per year per year as estimated using  Costs of Illness 1999 in the Netherlands data																	
In CZM Technical Report no.9 it is described how costs per patient per disease per year were estimated using																	
More details about costs and economic evaluations with the CZM can be found in RIVM Report 260706002: Cost Effectiveness Analysis with the CZM																	
*)																	

Div: 1																	

AMI_																	
1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247
1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247
other_CHD																	
1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574
1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574
CHF																	
1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	1835	1829	1834	1878	1990	2199	2533	3020
1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	1835	1829	1834	1878	1990	2199	2533	3020
CVA																	
1973	1973	1973	1973	1973	1973	1973	1973	2214	2482	2800	3191	3677	4281	5026	5935	7030	8334
1996	1996	1996	1996	1996	1996	1996	1996	2548	2811	2952	3135	3526	4292	5597	7608	10490	14409
asthma																	
656	656	656	656	656	656	656	656	656	656	656	656	656	656	656	656	656	656
656	656	656	656	656	656	656	656	656	656	656	656	656	656	656	656	656	656
COPD																	
191	191	191	191	191	295	400	504	609	713	818	922	1026	1131	1235	1340	1444	1548
288	288	288	288	288	427	566	705	844	983	1122	1261	1400	1539	1678	1817	1956	2095
diabetes																	
2224	2056	1898	1752	1617	1497	1391	1301	1228	1174	1139	1125	1133	1165	1220	1301	1409	1544
2224	2056	1898	1752	1617	1497	1391	1301	1228	1174	1139	1125	1133	1165	1220	1301	1409	1544
dementia																	
19500	19500	19500	19500	19500	19500	19500	19500	19500	19500	19500	19500	19500	19500	19500	22901	29562	38988
19584	19584	19584	19584	19584	19584	19584	19584	19584	19584	19584	19584	19584	19584	21774	28581	39198	53623
atrhrosis_of_the_hip																	
79	59	51	53	64	82	106	136	169	205	242	280	316	350	381	406	426	439
166	101	56	30	21	27	46	76	116	163	217	274	334	393	452	507	557	600
arthrosis_of_the_knee																	
79	59	51	53	64	82	106	136	169	205	242	280	316	350	381	406	426	439
166	101	56	30	21	27	46	76	116	163	217	274	334	393	452	507	557	600
arthrosis_other																	
79	59	51	53	64	82	106	136	169	205	242	280	316	350	381	406	426	439
166	101	56	30	21	27	46	76	116	163	217	274	334	393	452	507	557	600
dorsopathies																	
98	137	176	214	253	291	330	368	407	445	484	522	561	600	638	677	715	754
157	210	262	314	367	419	472	524	576	629	681	733	786	838	891	943	995	1048
osteoporosis																	
9	23	40	61	86	115	148	185	225	270	319	371	427	488	552	620	692	768
14	34	60	92	130	173	223	278	340	407	480	560	645	736	833	935	1044	1159
cancer_of_lung																	
5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116
5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116	5116
cancer_of_rectum																	
2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657
2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657	2657
cancer_of_colon																	
2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344
2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344	2344
cancer_of_stomach																	
3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836
3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836	3836
cancer_of_oesophagus																	
23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622
23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622	23622
cancer_of_breast																	
520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520
1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697	1697
cancer_of_prostate																	
2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897	2897
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cancer_of_larnynx																	
2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234
