0;scen0;ind_-1_ref;-1.0;0;0;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-2_ref;-1.0;0;0;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-3_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-4_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-5_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-6_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-7_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-8_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-9_ref;-1.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-10_ref;-1.0;0;1;1.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-11_ref;-1.0;0;1;2.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-12_ref;-1.0;0;1;3.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-13_ref;-1.0;0;1;4.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-14_ref;-1.0;0;1;5.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-15_ref;-1.0;0;1;6.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-16_ref;-1.0;0;1;7.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-17_ref;-1.0;0;1;8.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-18_ref;-1.0;0;1;9.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-19_ref;-1.0;0;1;10.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-20_ref;-1.0;0;1;11.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-21_ref;-1.0;0;1;12.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-22_ref;-1.0;0;1;13.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-23_ref;-1.0;0;1;14.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-24_ref;-1.0;0;1;15.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-25_ref;-1.0;0;1;16.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-26_ref;-1.0;0;1;17.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-27_ref;-1.0;0;1;18.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-28_ref;-1.0;0;1;19.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-29_ref;-1.0;0;0;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-30_ref;-2.0;0;0;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-31_ref;-2.0;0;0;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-32_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-33_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-34_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-35_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-36_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-37_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-38_ref;-2.0;0;1;0.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-39_ref;-2.0;0;1;1.0;0.0;0.19999999;0.0;1.0;0.0;0.0
0;scen0;ind_-40_ref;-2.0;0;1;2.0;0.0;0.19999999;0.0;1.0;0.0;0.0
